,term,abbr_by_first_letters
35134,Sacroiliaca dorsalia,SD
35137,семенной проток,СП
35140,почечная недостаточность,ПН
35141,перфузионный насос,ПН
35142,водопровод мозга,ВМ
35147,прямокишечный треугольник,ПТ
35153,антиномия характерологическая,АХ
35154,Эбботта редрессирующий корсет,ЭРК
35155,"systematis sympathici (JNA),",SS(
35159,Пешкова метод,ПМ
35163,вормиевы кости,ВК
35164,барбитуровая кислота,БК
35166,Ethmoideus anterior,EA
35168,экстратермический эффект,ЭЭ
35170,Мезрина пневматический тампон,МПТ
35172,Эйзельсберга резекция желудка,ЭРЖ
35173,выпадение слизистой оболочки желудка,ВСОЖ
35174,Бехтерева ядро,БЯ
35176,каротидный синус,КС
35177,сознание целостности «я»,СЦ«
35178,половое развитие,ПР
35179,"Sacralis medialis,",SM
35180,период родов первый,ПРП
35182,Леонгарда аффективно-насыщенная парафрения,ЛАНП
35183,Барани указательная проба,БУП
35184,Говсеева способ выявления слуха,ГСВС
35185,период родов второй,ПРВ
35189,яйцевой бугорок,ЯБ
35191,потери санитарные населения,ПСН
35192,Коппа коронкосниматель,КК
35193,"et cervicalis systematis sympathici (BNA,",ECSS(
35196,скребень четковидный,СЧ
35198,нистагм мягкого неба,НМН
35199,Vag. tendinum m. abductoris longi et m. extensoris brevis pollicis,VTMALEMEBP
35200,желтуха сальварсанная,ЖС
35201,Подреза шпатель,ПШ
35204,Мюссе симптомокомплекс,МС
35205,лимбическая область,ЛО
35206,шок ацетилхолиновый,ША
35211,1 метмиоглобин,1М
35212,перикардит идиопатический,ПИ
35216,физическая подготовленность,ФП
35217,Externus (n. accessorii),E(A
35218,атриовентрикулярный узел,АУ
35220,шелк хирургический,ШХ
35226,головчатая плесень,ГП
35227,Лермуайе признак,ЛП
35228,Нюэля туннель,НТ
35229,паразитологическое отделение,ПО
35230,желчный пузырь блуждающий,ЖПБ
35231,B. trochanterica m. glutaei maximi,BTMGM
35233,ривинусов проток,РП
35234,Сейнта триада,СТ
35235,ретрансфузия крови,РК
35236,V фактор VII,VФV
35237,амбулаторная карта,АК
35239,Экбома синдром,ЭС
35241,Тер-Егиазарова метод,ТЕМ
35243,радиоаллергосорбентный тест (RAST),РТ(
35244,Rectae medullares,RM
35248,рефракция роговицы,РР
35251,Mesohepaticum laterale dextrum,MLD
35252,миопатия эндокринная,МЭ
35258,пяточные ветви медиальные,ПВМ
35261,Штиллинга гирляндовые волокна мозжечка,ШГВМ
35263,отбеливание зубов,ОЗ
35264,Вредена ушная проба,ВУП
35265,брайтова болезнь,ББ
35269,гистиоцитоз липоидный,ГЛ
35270,секретин желудочный,СЖ
35271,Ильиной-Маркосян штифтовой зуб,ИМШЗ
35272,бисмарк коричневый,БК
35273,Бумке симптом,БС
35274,Кардена разрез,КР
35277,прогноз восстановления функций,ПВФ
35278,влагалище корневое эпителиальное,ВКЭ
35279,Константиновой операция,КО
35281,сон-депривация,СД
35282,иммунодепрессивные средства,ИС
35286,Дюмлинга дерматит,ДД
35288,пункт водоснабжения,ПВ
35291,диафрагма рта,ДР
35292,Бойда пателлэктомия,БП
35293,"Quartum сохае os,",QСO
35296,контузионный очаг,КО
35300,патология радиационная,ПР
35304,Ламблена синдром,ЛС
35305,Тауна разрез,ТР
35308,лобный гребень,ЛГ
35309,Джонсона синдром,ДС
35310,Кроуфорда дирекциональный эффект,КДЭ
35314,реакция подъема спонтанная,РПС
35315,Bertiella studeri,BS
35316,Шассеньяка бугорок,ШБ
35318,Отта пинцет,ОП
35321,борозда запястья,БЗ
35325,обратная связь,ОС
35326,Lymphoglandulae mediastinales posteriores,LMP
35327,Барани симптом,БС
35328,потенциал концевой пластинки,ПКП
35329,фагоцитарный показатель,ФП
35332,гранулема лица срединная фетальная,ГЛСФ
35333,Bronchiales ventrales,BV
35337,полость глотки,ПГ
35339,шизопатия Блейлера,ШБ
35342,Дюрсена разрез,ДР
35343,шизофренические изменения личности,ШИЛ
35344,псевдофрелиховский тип ожирения,ПТО
35345,сферическое углубление,СУ
35346,расщепление носа,РН
35347,окуляр-микрометр,ОМ
35348,предсердно-желудочковая диссоциация,ПЖД
